season,week,celebrity_name,total_judge_score,avg_judge_score,ballroom_partner,celebrity_age_during_season,results,placement,ind_Actor/Actress,ind_Astronaut,ind_Athlete,ind_Beauty Pagent,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fashion Designer,ind_Fitness Instructor,ind_Journalist,ind_Magician,ind_Military,ind_Model,ind_Motivational Speaker,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_Sports Broadcaster,ind_TV Personality,age_scaled,cum_weeks,season_progress,week_total_score,judge_percent,judge_rank,judge_score_rel,cum_judge_total,avg_judge_upto_now,competitors_count,partner_avg_placement,ballroom_partner_encoded,is_eliminated,fan_target,current_pred,fan_vote_est_mean,fan_vote_est_std,certainty,fan_vote_normalized
1,1,Evander Holyfield,18.0,6.0,Edyta Sliwinska,42,Eliminated Week 3,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,1,0.1666666666666666,109.0,0.1651376146788991,4.0,-0.1666666666666678,18.0,18.0,6,5.379310344827586,0,False,0.1666666666666666,0.1634970060667946,0.1612144370330863,0.0241404890114635,41.42246567828314,0.1653333507673911
1,1,Joey McIntyre,20.0,6.666666666666667,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,1,0.1666666666666666,109.0,0.1834862385321101,1.0,1.833333333333332,20.0,20.0,6,6.666666666666667,1,False,0.1666666666666666,0.1679898882677214,0.17095162753917,0.017528482210865,57.04675060967776,0.1753193195370544
1,1,John O'Hurley,20.0,6.666666666666667,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,1,0.1666666666666666,109.0,0.1834862385321101,1.0,1.833333333333332,20.0,20.0,6,2.0,2,False,0.1666666666666666,0.1686761347080964,0.1669155960499053,0.0174699920534758,57.237734236222266,0.17118017032558588
1,1,Kelly Monaco,13.0,4.333333333333333,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,1,0.1666666666666666,109.0,0.1192660550458715,6.0,-5.166666666666668,13.0,13.0,6,6.842105263157895,3,False,0.1666666666666666,0.1621741611817479,0.14946170014469,0.0316519301871894,31.59265174144029,0.1532803398447571
1,1,Rachel Hunter,20.0,6.666666666666667,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,1,0.1666666666666666,109.0,0.1834862385321101,1.0,1.833333333333332,20.0,20.0,6,6.25,4,False,0.1666666666666666,0.1674345774228845,0.1713017244844051,0.0134608217860725,74.28415082976254,0.17567836120921718
1,1,Trista Sutter,18.0,6.0,Louis van Amstel,32,Eliminated Week 2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2647058823529412,1,0.1666666666666666,109.0,0.1651376146788991,4.0,-0.1666666666666678,18.0,18.0,6,6.123076923076923,5,False,0.1666666666666666,0.1582753228471884,0.1552421326924495,0.0261494425887494,38.24027056544819,0.15920845831599442
1,2,Evander Holyfield,14.0,4.666666666666667,Edyta Sliwinska,42,Eliminated Week 3,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,2,0.3333333333333333,121.0,0.1157024793388429,6.0,-6.166666666666668,32.0,16.0,6,5.379310344827586,0,False,0.1999999999999999,0.1915760698847067,0.1577989608219764,0.0473733579384902,21.108465497271265,0.1577231073152309
1,2,Joey McIntyre,21.0,7.0,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,2,0.3333333333333333,121.0,0.1735537190082644,3.0,0.8333333333333321,41.0,20.5,6,6.666666666666667,1,False,0.1999999999999999,0.1991100400057543,0.1937457078270966,0.0169415397962065,59.02302795380776,0.19365257482242396
1,2,John O'Hurley,26.0,8.666666666666666,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,2,0.3333333333333333,121.0,0.2148760330578512,1.0,5.833333333333332,46.0,23.0,6,2.0,2,False,0.1999999999999999,0.2037978822149339,0.2150114596832222,0.0229782584861073,43.51750517122103,0.21490810429277804
1,2,Kelly Monaco,17.0,5.666666666666667,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,2,0.3333333333333333,121.0,0.140495867768595,5.0,-3.166666666666668,30.0,15.0,6,6.842105263157895,3,False,0.1999999999999999,0.1835737574837095,0.157104381625098,0.0614228117357614,16.280331222391258,0.1570288620005753
1,2,Rachel Hunter,24.0,8.0,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,2,0.3333333333333333,121.0,0.1983471074380165,2.0,3.833333333333332,44.0,22.0,6,6.25,4,False,0.1999999999999999,0.2009628218098217,0.2054472575598174,0.0185297690021578,53.96430120539274,0.2053484996538339
1,2,Trista Sutter,19.0,6.333333333333333,Louis van Amstel,32,Eliminated Week 2,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.2647058823529412,2,0.3333333333333333,121.0,0.1570247933884297,4.0,-1.166666666666668,37.0,18.5,6,6.123076923076923,5,True,1.0591676767676776e-16,0.0228269735719447,0.0713731607883285,0.068532429500755,14.591419213728136,0.07133885191515783
1,3,Evander Holyfield,13.0,4.333333333333333,Edyta Sliwinska,42,Eliminated Week 3,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.411764705882353,3,0.5,106.0,0.1226415094339622,5.0,-8.2,45.0,15.0,5,5.379310344827586,0,True,0.01,0.0278752247139821,0.0638091597380733,0.0641341477466747,15.59207447295306,0.06529928464793008
1,3,Joey McIntyre,22.0,7.333333333333333,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,3,0.5,106.0,0.2075471698113207,3.0,0.8000000000000007,63.0,21.0,5,6.666666666666667,1,False,0.2475,0.2412776275771265,0.2339915905393181,0.0350122840944533,28.56058852698184,0.23945595802497233
1,3,John O'Hurley,24.0,8.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,3,0.5,106.0,0.2264150943396226,2.0,2.8000000000000007,70.0,23.33333333333333,5,2.0,2,False,0.2475,0.243091203422523,0.2393495406515185,0.025187939347894,39.69996458320927,0.24493903147308146
1,3,Kelly Monaco,21.0,7.0,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,3,0.5,106.0,0.1981132075471698,4.0,-0.1999999999999993,51.0,17.0,5,6.842105263157895,3,False,0.2475,0.2413292885151791,0.2334069445608333,0.0239874093626166,41.68679902379818,0.23885765890421826
1,3,Rachel Hunter,26.0,8.666666666666666,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,3,0.5,106.0,0.2452830188679245,1.0,4.800000000000001,70.0,23.33333333333333,5,6.25,4,False,0.2475,0.2341707537992449,0.2066228374943486,0.0677951387077739,14.750102573103224,0.21144806694979784
1,4,Joey McIntyre,20.0,6.666666666666667,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,4,0.6666666666666666,92.0,0.217391304347826,4.0,-3.0,83.0,20.75,4,6.666666666666667,1,False,0.3333333333333333,0.3115760049935106,0.2802301358552526,0.0900170291396778,11.108885737193097,0.29242684368403404
1,4,John O'Hurley,21.0,7.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,4,0.6666666666666666,92.0,0.2282608695652173,3.0,-2.0,91.0,22.75,4,2.0,2,False,0.3333333333333333,0.3221545389557329,0.2961935740692566,0.0612419734989341,16.328403780352104,0.30908507295341403
1,4,Kelly Monaco,26.0,8.666666666666666,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,4,0.6666666666666666,92.0,0.2826086956521739,1.0,3.0,77.0,19.25,4,6.842105263157895,3,False,0.3333333333333333,0.3179730626906352,0.289476713738468,0.0888756165294788,11.25155343496135,0.3020758686792043
1,4,Rachel Hunter,25.0,8.333333333333334,Jonathan Roberts,35,Eliminated Week 4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3088235294117646,4,0.6666666666666666,92.0,0.2717391304347826,2.0,2.0,95.0,23.75,4,6.25,4,True,1.0591676767676776e-16,0.0250950105661677,0.092390998303879,0.1405764187423592,7.113518009835793,0.09641221468334761
1,5,Joey McIntyre,22.5,7.5,Ashly DelGrosso,32,3rd Place,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2647058823529412,5,0.8333333333333334,73.0,0.3082191780821918,3.0,-1.833333333333332,105.5,21.1,3,6.666666666666667,1,False,0.3333333333333333,0.331481339970166,0.328293557890797,0.0176490057806761,56.65720523983257,0.33463447723525463
1,5,John O'Hurley,27.0,9.0,Charlotte Jorgensen,50,2nd Place,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5294117647058822,5,0.8333333333333334,73.0,0.3698630136986301,1.0,2.666666666666668,118.0,23.6,3,2.0,2,False,0.3333333333333333,0.3323478636725696,0.3247078242646247,0.025176038179188,39.71873072928109,0.3309794859365884
1,5,Kelly Monaco,23.5,7.833333333333333,Alec Mazo,29,1st Place,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2205882352941176,5,0.8333333333333334,73.0,0.3219178082191781,2.0,-0.8333333333333321,100.5,20.1,3,6.842105263157895,3,False,0.3333333333333333,0.3326764519623615,0.3280498251294755,0.0170931376691535,58.49958736464975,0.334386036828157
